strain;region;country
USA/MI-QDX-1131/2020;North America;USA
USA/MI-QDX-1132/2020;North America;USA
USA/MI-QDX-1133/2020;North America;USA
USA/MI-QDX-1134/2020;North America;USA
USA/MI-QDX-1135/2020;North America;USA
USA/MI-QDX-1136/2020;North America;USA
USA/MI-QDX-1137/2020;North America;USA
USA/MI-QDX-1138/2020;North America;USA
USA/MI-QDX-1139/2020;North America;USA
USA/MI-QDX-1140/2020;North America;USA
USA/MI-QDX-1141/2020;North America;USA
USA/MI-QDX-1142/2020;North America;USA
USA/MI-QDX-1143/2020;North America;USA
USA/MI-QDX-1144/2020;North America;USA
USA/MI-QDX-1145/2020;North America;USA
USA/MI-QDX-1146/2020;North America;USA
USA/MI-QDX-1147/2020;North America;USA
USA/MI-QDX-1148/2020;North America;USA
USA/MI-QDX-1149/2020;North America;USA
USA/MI-QDX-1150/2020;North America;USA
USA/MI-QDX-1151/2020;North America;USA
USA/MI-QDX-1152/2020;North America;USA
USA/MI-QDX-1153/2020;North America;USA
USA/MI-QDX-1154/2020;North America;USA
USA/MI-QDX-1155/2020;North America;USA
USA/MI-QDX-1156/2020;North America;USA
USA/MI-QDX-1157/2020;North America;USA
USA/MI-QDX-1158/2020;North America;USA
USA/MI-QDX-1159/2020;North America;USA
USA/MI-QDX-1160/2020;North America;USA
USA/MI-QDX-1161/2020;North America;USA
USA/MI-QDX-1162/2020;North America;USA
USA/MI-QDX-1163/2020;North America;USA
USA/MI-QDX-1164/2020;North America;USA
USA/MI-QDX-1165/2020;North America;USA
USA/MI-QDX-1166/2020;North America;USA
USA/MI-QDX-1167/2020;North America;USA
USA/MI-QDX-1295/2020;North America;USA
USA/MI-QDX-1296/2020;North America;USA
USA/MI-QDX-1297/2020;North America;USA
USA/MI-QDX-1299/2020;North America;USA
USA/MI-QDX-1300/2020;North America;USA
USA/MI-QDX-1301/2020;North America;USA
USA/MI-QDX-1302/2020;North America;USA
USA/MI-QDX-1303/2020;North America;USA
USA/MI-QDX-1304/2020;North America;USA
USA/MI-QDX-1305/2020;North America;USA
USA/MI-QDX-1306/2020;North America;USA
USA/MI-QDX-1307/2020;North America;USA
USA/MI-QDX-1308/2020;North America;USA
USA/MI-QDX-1309/2020;North America;USA
USA/MI-QDX-1310/2020;North America;USA
USA/MI-QDX-1311/2020;North America;USA
USA/MI-QDX-1313/2020;North America;USA
USA/MI-QDX-1439/2020;North America;USA
USA/MI-QDX-1545/2020;North America;USA
USA/MI-QDX-1563/2020;North America;USA
USA/MI-QDX-1564/2020;North America;USA
USA/MI-QDX-1570/2020;North America;USA
USA/MI-QDX-1573/2020;North America;USA
USA/MI-QDX-1574/2020;North America;USA
USA/MI-QDX-1588/2020;North America;USA
USA/MI-QDX-1591/2020;North America;USA
USA/MI-QDX-1592/2020;North America;USA
USA/MI-QDX-1594/2020;North America;USA
USA/MI-QDX-1595/2020;North America;USA
USA/MI-QDX-1596/2020;North America;USA
USA/MI-QDX-1600/2020;North America;USA
USA/MI-QDX-1612/2020;North America;USA
USA/MI-QDX-1613/2020;North America;USA
USA/MI-QDX-1614/2020;North America;USA
USA/MI-QDX-1627/2020;North America;USA
USA/MI-QDX-1630/2020;North America;USA
USA/MI-QDX-1635/2020;North America;USA
USA/MI-QDX-1636/2020;North America;USA
USA/MI-QDX-1637/2020;North America;USA
USA/MI-QDX-1639/2020;North America;USA
USA/MI-QDX-1649/2020;North America;USA
USA/MI-QDX-1665/2020;North America;USA
USA/MI-QDX-1672/2020;North America;USA
USA/MI-QDX-1681/2020;North America;USA
USA/MI-QDX-1683/2020;North America;USA
USA/MI-QDX-1686/2020;North America;USA
USA/MI-QDX-1687/2020;North America;USA
USA/MI-QDX-1690/2020;North America;USA
USA/MI-QDX-1703/2020;North America;USA
USA/MI-QDX-1704/2020;North America;USA
USA/MI-QDX-1712/2020;North America;USA
USA/MI-QDX-1723/2020;North America;USA
USA/MI-QDX-1726/2020;North America;USA
USA/MI-QDX-1728/2020;North America;USA
USA/MI-QDX-1736/2020;North America;USA
USA/MI-QDX-1738/2020;North America;USA
USA/MI-QDX-1743/2020;North America;USA
USA/MI-QDX-1746/2020;North America;USA
USA/MI-QDX-1747/2020;North America;USA
USA/MI-QDX-1748/2020;North America;USA
USA/MI-QDX-1751/2020;North America;USA
USA/MI-QDX-1752/2020;North America;USA
USA/MI-QDX-1755/2020;North America;USA
USA/MI-QDX-1757/2020;North America;USA
USA/MI-QDX-1761/2020;North America;USA
USA/MI-QDX-1767/2020;North America;USA
USA/MI-QDX-1769/2020;North America;USA
USA/MI-QDX-1770/2020;North America;USA
USA/MI-QDX-1772/2020;North America;USA
USA/MI-QDX-1780/2020;North America;USA
USA/MI-QDX-183/2020;North America;USA
USA/MI-QDX-1909/2020;North America;USA
USA/MI-QDX-1943/2020;North America;USA
USA/MI-QDX-1960/2020;North America;USA
USA/MI-QDX-2073/2020;North America;USA
USA/MI-QDX-2076/2020;North America;USA
USA/MI-QDX-2086/2020;North America;USA
USA/MI-QDX-2087/2020;North America;USA
USA/MI-QDX-2095/2020;North America;USA
USA/MI-QDX-2110/2020;North America;USA
USA/MI-QDX-2119/2020;North America;USA
USA/MI-QDX-2140/2020;North America;USA
USA/MI-QDX-2141/2020;North America;USA
USA/MI-QDX-2145/2020;North America;USA
USA/MI-QDX-2146/2020;North America;USA
USA/MI-QDX-2147/2020;North America;USA
USA/MI-QDX-2153/2020;North America;USA
USA/MI-QDX-216/2020;North America;USA
USA/MI-QDX-2161/2020;North America;USA
USA/MI-QDX-2164/2020;North America;USA
USA/MI-QDX-2168/2020;North America;USA
USA/MI-QDX-2172/2020;North America;USA
USA/MI-QDX-2178/2020;North America;USA
USA/MI-QDX-2182/2020;North America;USA
USA/MI-QDX-2183/2020;North America;USA
USA/MI-QDX-2184/2020;North America;USA
USA/MI-QDX-2186/2020;North America;USA
USA/MI-QDX-2187/2020;North America;USA
USA/MI-QDX-2193/2020;North America;USA
USA/MI-QDX-2197/2020;North America;USA
USA/MI-QDX-2199/2020;North America;USA
USA/MI-QDX-2206/2020;North America;USA
USA/MI-QDX-2212/2020;North America;USA
USA/MI-QDX-2221/2020;North America;USA
USA/MI-QDX-2232/2020;North America;USA
USA/MI-QDX-2251/2020;North America;USA
USA/MI-QDX-2252/2020;North America;USA
USA/MI-QDX-2255/2020;North America;USA
USA/MI-QDX-2261/2020;North America;USA
USA/MI-QDX-2271/2020;North America;USA
USA/MI-QDX-2284/2020;North America;USA
USA/MI-QDX-2298/2020;North America;USA
USA/MI-QDX-2306/2020;North America;USA
USA/MI-QDX-2312/2020;North America;USA
USA/MI-QDX-2316/2020;North America;USA
USA/MI-QDX-2360/2020;North America;USA
USA/MI-QDX-2372/2020;North America;USA
USA/MI-QDX-2399/2020;North America;USA
USA/MI-QDX-26/2020;North America;USA
USA/MI-QDX-274/2020;North America;USA
USA/MI-QDX-277/2020;North America;USA
USA/MI-QDX-28/2020;North America;USA
USA/MI-QDX-294/2020;North America;USA
USA/MI-QDX-295/2020;North America;USA
USA/MI-QDX-296/2020;North America;USA
USA/MI-QDX-297/2020;North America;USA
USA/MI-QDX-298/2020;North America;USA
USA/MI-QDX-299/2020;North America;USA
USA/MI-QDX-300/2020;North America;USA
USA/MI-QDX-301/2020;North America;USA
USA/MI-QDX-302/2020;North America;USA
USA/MI-QDX-303/2020;North America;USA
USA/MI-QDX-304/2020;North America;USA
USA/MI-QDX-305/2020;North America;USA
USA/MI-QDX-306/2020;North America;USA
USA/MI-QDX-307/2020;North America;USA
USA/MI-QDX-308/2020;North America;USA
USA/MI-QDX-309/2020;North America;USA
USA/MI-QDX-310/2020;North America;USA
USA/MI-QDX-311/2020;North America;USA
USA/MI-QDX-312/2020;North America;USA
USA/MI-QDX-313/2020;North America;USA
USA/MI-QDX-314/2020;North America;USA
USA/MI-QDX-315/2020;North America;USA
USA/MI-QDX-316/2020;North America;USA
USA/MI-QDX-317/2020;North America;USA
USA/MI-QDX-318/2020;North America;USA
USA/MI-QDX-319/2020;North America;USA
USA/MI-QDX-320/2020;North America;USA
USA/MI-QDX-321/2020;North America;USA
USA/MI-QDX-322/2020;North America;USA
USA/MI-QDX-323/2020;North America;USA
USA/MI-QDX-324/2020;North America;USA
USA/MI-QDX-325/2020;North America;USA
USA/MI-QDX-326/2020;North America;USA
USA/MI-QDX-327/2020;North America;USA
USA/MI-QDX-328/2020;North America;USA
USA/MI-QDX-329/2020;North America;USA
USA/MI-QDX-330/2020;North America;USA
USA/MI-QDX-331/2020;North America;USA
USA/MI-QDX-332/2020;North America;USA
USA/MI-QDX-333/2020;North America;USA
USA/MI-QDX-334/2020;North America;USA
USA/MI-QDX-335/2020;North America;USA
USA/MI-QDX-336/2020;North America;USA
USA/MI-QDX-337/2020;North America;USA
USA/MI-QDX-3373/2020;North America;USA
USA/MI-QDX-338/2020;North America;USA
USA/MI-QDX-339/2020;North America;USA
USA/MI-QDX-340/2020;North America;USA
USA/MI-QDX-341/2020;North America;USA
USA/MI-QDX-342/2020;North America;USA
USA/MI-QDX-343/2020;North America;USA
USA/MI-QDX-344/2020;North America;USA
USA/MI-QDX-345/2020;North America;USA
USA/MI-QDX-346/2020;North America;USA
USA/MI-QDX-347/2020;North America;USA
USA/MI-QDX-348/2020;North America;USA
USA/MI-QDX-349/2020;North America;USA
USA/MI-QDX-350/2020;North America;USA
USA/MI-QDX-351/2020;North America;USA
USA/MI-QDX-352/2020;North America;USA
USA/MI-QDX-353/2020;North America;USA
USA/MI-QDX-3534/2020;North America;USA
USA/MI-QDX-3536/2020;North America;USA
USA/MI-QDX-354/2020;North America;USA
USA/MI-QDX-356/2020;North America;USA
USA/MI-QDX-357/2020;North America;USA
USA/MI-QDX-358/2020;North America;USA
USA/MI-QDX-359/2020;North America;USA
USA/MI-QDX-360/2020;North America;USA
USA/MI-QDX-361/2020;North America;USA
USA/MI-QDX-362/2020;North America;USA
USA/MI-QDX-363/2020;North America;USA
USA/MI-QDX-364/2020;North America;USA
USA/MI-QDX-365/2020;North America;USA
USA/MI-QDX-366/2020;North America;USA
USA/MI-QDX-367/2020;North America;USA
USA/MI-QDX-368/2020;North America;USA
USA/MI-QDX-369/2020;North America;USA
USA/MI-QDX-370/2020;North America;USA
USA/MI-QDX-371/2020;North America;USA
USA/MI-QDX-372/2020;North America;USA
USA/MI-QDX-373/2020;North America;USA
USA/MI-QDX-374/2020;North America;USA
USA/MI-QDX-375/2020;North America;USA
USA/MI-QDX-376/2020;North America;USA
USA/MI-QDX-378/2020;North America;USA
USA/MI-QDX-379/2020;North America;USA
USA/MI-QDX-380/2020;North America;USA
USA/MI-QDX-381/2020;North America;USA
USA/MI-QDX-382/2020;North America;USA
USA/MI-QDX-383/2020;North America;USA
USA/MI-QDX-384/2020;North America;USA
USA/MI-QDX-385/2020;North America;USA
USA/MI-QDX-386/2020;North America;USA
USA/MI-QDX-387/2020;North America;USA
USA/MI-QDX-388/2020;North America;USA
USA/MI-QDX-389/2020;North America;USA
USA/MI-QDX-390/2020;North America;USA
USA/MI-QDX-391/2020;North America;USA
USA/MI-QDX-392/2020;North America;USA
USA/MI-QDX-393/2020;North America;USA
USA/MI-QDX-395/2020;North America;USA
USA/MI-QDX-397/2020;North America;USA
USA/MI-QDX-398/2020;North America;USA
USA/MI-QDX-399/2020;North America;USA
USA/MI-QDX-400/2020;North America;USA
USA/MI-QDX-401/2020;North America;USA
USA/MI-QDX-402/2020;North America;USA
USA/MI-QDX-403/2020;North America;USA
USA/MI-QDX-404/2020;North America;USA
USA/MI-QDX-405/2020;North America;USA
USA/MI-QDX-406/2020;North America;USA
USA/MI-QDX-407/2020;North America;USA
USA/MI-QDX-408/2020;North America;USA
USA/MI-QDX-409/2020;North America;USA
USA/MI-QDX-4320/2021;North America;USA
USA/MI-QDX-4516/2020;North America;USA
USA/MI-QDX-454/2020;North America;USA
USA/MI-QDX-455/2020;North America;USA
USA/MI-QDX-456/2020;North America;USA
USA/MI-QDX-457/2020;North America;USA
USA/MI-QDX-458/2020;North America;USA
USA/MI-QDX-459/2020;North America;USA
USA/MI-QDX-460/2020;North America;USA
USA/MI-QDX-461/2020;North America;USA
USA/MI-QDX-462/2020;North America;USA
USA/MI-QDX-463/2020;North America;USA
USA/MI-QDX-464/2020;North America;USA
USA/MI-QDX-465/2020;North America;USA
USA/MI-QDX-466/2020;North America;USA
USA/MI-QDX-467/2020;North America;USA
USA/MI-QDX-468/2020;North America;USA
USA/MI-QDX-469/2020;North America;USA
USA/MI-QDX-471/2020;North America;USA
USA/MI-QDX-472/2020;North America;USA
USA/MI-QDX-473/2020;North America;USA
USA/MI-QDX-474/2020;North America;USA
USA/MI-QDX-475/2020;North America;USA
USA/MI-QDX-476/2020;North America;USA
USA/MI-QDX-477/2020;North America;USA
USA/MI-QDX-478/2020;North America;USA
USA/MI-QDX-479/2020;North America;USA
USA/MI-QDX-480/2020;North America;USA
USA/MI-QDX-481/2020;North America;USA
USA/MI-QDX-482/2020;North America;USA
USA/MI-QDX-483/2020;North America;USA
USA/MI-QDX-484/2020;North America;USA
USA/MI-QDX-485/2020;North America;USA
USA/MI-QDX-486/2020;North America;USA
USA/MI-QDX-487/2020;North America;USA
USA/MI-QDX-488/2020;North America;USA
USA/MI-QDX-489/2020;North America;USA
USA/MI-QDX-490/2020;North America;USA
USA/MI-QDX-491/2020;North America;USA
USA/MI-QDX-492/2020;North America;USA
USA/MI-QDX-493/2020;North America;USA
USA/MI-QDX-494/2020;North America;USA
USA/MI-QDX-495/2020;North America;USA
USA/MI-QDX-496/2020;North America;USA
USA/MI-QDX-497/2020;North America;USA
USA/MI-QDX-498/2020;North America;USA
USA/MI-QDX-499/2020;North America;USA
USA/MI-QDX-500/2020;North America;USA
USA/MI-QDX-501/2020;North America;USA
USA/MI-QDX-502/2020;North America;USA
USA/MI-QDX-503/2020;North America;USA
USA/MI-QDX-504/2020;North America;USA
USA/MI-QDX-505/2020;North America;USA
USA/MI-QDX-506/2020;North America;USA
USA/MI-QDX-507/2020;North America;USA
USA/MI-QDX-508/2020;North America;USA
USA/MI-QDX-509/2020;North America;USA
USA/MI-QDX-510/2020;North America;USA
USA/MI-QDX-511/2020;North America;USA
USA/MI-QDX-512/2020;North America;USA
USA/MI-QDX-515/2020;North America;USA
USA/MI-QDX-517/2020;North America;USA
USA/MI-QDX-52/2020;North America;USA
USA/MI-QDX-555/2020;North America;USA
USA/MI-QDX-558/2020;North America;USA
USA/MI-QDX-559/2020;North America;USA
USA/MI-QDX-560/2020;North America;USA
USA/MI-QDX-561/2020;North America;USA
USA/MI-QDX-562/2020;North America;USA
USA/MI-QDX-565/2020;North America;USA
USA/MI-QDX-567/2020;North America;USA
USA/MI-QDX-568/2020;North America;USA
USA/MI-QDX-569/2020;North America;USA
USA/MI-QDX-571/2020;North America;USA
USA/MI-QDX-576/2020;North America;USA
USA/MI-QDX-58/2020;North America;USA
USA/MI-QDX-587/2020;North America;USA
USA/MI-QDX-588/2020;North America;USA
USA/MI-QDX-589/2020;North America;USA
USA/MI-QDX-590/2020;North America;USA
USA/MI-QDX-591/2020;North America;USA
USA/MI-QDX-592/2020;North America;USA
USA/MI-QDX-593/2020;North America;USA
USA/MI-QDX-595/2020;North America;USA
USA/MI-QDX-596/2020;North America;USA
USA/MI-QDX-598/2020;North America;USA
USA/MI-QDX-600/2020;North America;USA
USA/MI-QDX-601/2020;North America;USA
USA/MI-QDX-602/2020;North America;USA
USA/MI-QDX-603/2020;North America;USA
USA/MI-QDX-608/2020;North America;USA
USA/MI-QDX-611/2020;North America;USA
USA/MI-QDX-612/2020;North America;USA
USA/MI-QDX-613/2020;North America;USA
USA/MI-QDX-614/2020;North America;USA
USA/MI-QDX-615/2020;North America;USA
USA/MI-QDX-616/2020;North America;USA
USA/MI-QDX-619/2020;North America;USA
USA/MI-QDX-620/2020;North America;USA
USA/MI-QDX-621/2020;North America;USA
USA/MI-QDX-622/2020;North America;USA
USA/MI-QDX-623/2020;North America;USA
USA/MI-QDX-624/2020;North America;USA
USA/MI-QDX-625/2020;North America;USA
USA/MI-QDX-626/2020;North America;USA
USA/MI-QDX-627/2020;North America;USA
USA/MI-QDX-628/2020;North America;USA
USA/MI-QDX-629/2020;North America;USA
USA/MI-QDX-630/2020;North America;USA
USA/MI-QDX-632/2020;North America;USA
USA/MI-QDX-634/2020;North America;USA
USA/MI-QDX-635/2020;North America;USA
USA/MI-QDX-636/2020;North America;USA
USA/MI-QDX-637/2020;North America;USA
USA/MI-QDX-638/2020;North America;USA
USA/MI-QDX-639/2020;North America;USA
USA/MI-QDX-640/2020;North America;USA
USA/MI-QDX-641/2020;North America;USA
USA/MI-QDX-642/2020;North America;USA
USA/MI-QDX-643/2020;North America;USA
USA/MI-QDX-644/2020;North America;USA
USA/MI-QDX-645/2020;North America;USA
USA/MI-QDX-646/2020;North America;USA
USA/MI-QDX-647/2020;North America;USA
USA/MI-QDX-648/2020;North America;USA
USA/MI-QDX-651/2020;North America;USA
USA/MI-QDX-652/2020;North America;USA
USA/MI-QDX-653/2020;North America;USA
USA/MI-QDX-654/2020;North America;USA
USA/MI-QDX-655/2020;North America;USA
USA/MI-QDX-656/2020;North America;USA
USA/MI-QDX-657/2020;North America;USA
USA/MI-QDX-690/2020;North America;USA
USA/MI-QDX-691/2020;North America;USA
USA/MI-QDX-70/2020;North America;USA
USA/MI-QDX-701/2020;North America;USA
USA/MI-QDX-708/2020;North America;USA
USA/MI-QDX-709/2020;North America;USA
USA/MI-QDX-71/2020;North America;USA
USA/MI-QDX-710/2020;North America;USA
USA/MI-QDX-711/2020;North America;USA
USA/MI-QDX-712/2020;North America;USA
USA/MI-QDX-713/2020;North America;USA
USA/MI-QDX-714/2020;North America;USA
USA/MI-QDX-715/2020;North America;USA
USA/MI-QDX-716/2020;North America;USA
USA/MI-QDX-717/2020;North America;USA
USA/MI-QDX-718/2020;North America;USA
USA/MI-QDX-719/2020;North America;USA
USA/MI-QDX-720/2020;North America;USA
USA/MI-QDX-721/2020;North America;USA
USA/MI-QDX-722/2020;North America;USA
USA/MI-QDX-723/2020;North America;USA
USA/MI-QDX-724/2020;North America;USA
USA/MI-QDX-725/2020;North America;USA
USA/MI-QDX-726/2020;North America;USA
USA/MI-QDX-727/2020;North America;USA
USA/MI-QDX-728/2020;North America;USA
USA/MI-QDX-729/2020;North America;USA
USA/MI-QDX-730/2020;North America;USA
USA/MI-QDX-731/2020;North America;USA
USA/MI-QDX-732/2020;North America;USA
USA/MI-QDX-733/2020;North America;USA
USA/MI-QDX-734/2020;North America;USA
USA/MI-QDX-735/2020;North America;USA
USA/MI-QDX-736/2020;North America;USA
USA/MI-QDX-737/2020;North America;USA
USA/MI-QDX-738/2020;North America;USA
USA/MI-QDX-739/2020;North America;USA
USA/MI-QDX-751/2020;North America;USA
USA/MI-QDX-754/2020;North America;USA
USA/MI-QDX-755/2020;North America;USA
USA/MI-QDX-812/2020;North America;USA
USA/MI-QDX-819/2020;North America;USA
USA/MI-QDX-820/2020;North America;USA
USA/MI-QDX-821/2020;North America;USA
USA/MI-QDX-822/2020;North America;USA
USA/MI-QDX-823/2020;North America;USA
USA/MI-QDX-824/2020;North America;USA
USA/MI-QDX-825/2020;North America;USA
USA/MI-QDX-826/2020;North America;USA
USA/MI-QDX-827/2020;North America;USA
USA/MI-QDX-828/2020;North America;USA
USA/MI-QDX-885/2020;North America;USA
USA/MI-QDX-886/2020;North America;USA
USA/MI-QDX-887/2020;North America;USA
USA/MI-QDX-888/2020;North America;USA
USA/MI-QDX-889/2020;North America;USA
USA/MI-QDX-890/2020;North America;USA
USA/MI-QDX-891/2020;North America;USA
USA/MI-QDX-892/2020;North America;USA
USA/MI-QDX-893/2020;North America;USA
USA/MI-QDX-894/2020;North America;USA
USA/MI-QDX-895/2020;North America;USA
USA/MI-QDX-896/2020;North America;USA
USA/MI-QDX-897/2020;North America;USA
USA/MI-QDX-898/2020;North America;USA
USA/MI-QDX-899/2020;North America;USA
USA/MI-QDX-900/2020;North America;USA
USA/MI-QDX-901/2020;North America;USA
USA/MI-QDX-902/2020;North America;USA
USA/MI-QDX-903/2020;North America;USA
USA/MI-QDX-904/2020;North America;USA
USA/MI-QDX-907/2020;North America;USA
USA/MI-QDX-908/2020;North America;USA
USA/MI-QDX-918/2020;North America;USA
USA/MI-QDX-919/2020;North America;USA
USA/MI-QDX-925/2020;North America;USA
USA/MI-QDX-926/2020;North America;USA
USA/MI-QDX-927/2020;North America;USA
USA/MI-QDX-928/2020;North America;USA
USA/MI-QDX-930/2020;North America;USA
USA/MI-QDX-931/2020;North America;USA
USA/MI-QDX-932/2020;North America;USA
USA/MI-QDX-933/2020;North America;USA
USA/MI-QDX-934/2020;North America;USA
USA/MI-QDX-935/2020;North America;USA
USA/MI-QDX-947/2020;North America;USA
USA/MI-SC2-0001/2020;North America;USA
USA/MI-SC2-0002/2020;North America;USA
USA/MI-SC2-0003/2020;North America;USA
USA/MI-SC2-0004/2020;North America;USA
USA/MI-SC2-0005/2020;North America;USA
USA/MI-SC2-0006/2020;North America;USA
USA/MI-SC2-0007/2020;North America;USA
USA/MI-SC2-0008/2020;North America;USA
USA/MI-SC2-0009/2020;North America;USA
USA/MN-CDC-0100/2020;North America;USA
USA/MN-CDC-0101/2020;North America;USA
USA/MN-CDC-0103/2020;North America;USA
USA/MN-CDC-0106/2020;North America;USA
USA/MN-CDC-0108/2020;North America;USA
USA/MN-CDC-2-3713956/2020;North America;USA
USA/MN-CDC-2-3713982/2020;North America;USA
USA/MN-CDC-2-3713988/2020;North America;USA
USA/MN-CDC-2-3714089/2020;North America;USA
USA/MN-CDC-2-3714097/2020;North America;USA
USA/MN-CDC-2-3714173/2020;North America;USA
USA/MN-CDC-2-3714175/2020;North America;USA
USA/MN-CDC-2-3714263/2020;North America;USA
USA/MN-CDC-2-3714271/2020;North America;USA
USA/MN-CDC-2-3714282/2020;North America;USA
USA/MN-CDC-2-3766677/2020;North America;USA
USA/MN-CDC-2-3766678/2020;North America;USA
USA/MN-CDC-2-3766680/2020;North America;USA
USA/MN-CDC-2-3766709/2020;North America;USA
USA/MN-CDC-2-3766715/2020;North America;USA
USA/MN-CDC-2-3766716/2020;North America;USA
USA/MN-CDC-2-3766718/2020;North America;USA
USA/MN-CDC-2-3766727/2020;North America;USA
USA/MN-CDC-2-3766805/2020;North America;USA
USA/MN-CDC-2-3767482/2020;North America;USA
USA/MN-CDC-2-3768592/2020;North America;USA
USA/MN-CDC-2-3768593/2020;North America;USA
USA/MN-CDC-2-3768664/2020;North America;USA
USA/MN-CDC-2-3768672/2020;North America;USA
USA/MN-CDC-2-3768759/2020;North America;USA
USA/MN-CDC-2-3768766/2020;North America;USA
USA/MN-CDC-2-3768767/2020;North America;USA
USA/MN-CDC-2-3768771/2020;North America;USA
USA/MN-CDC-21490599/2021;North America;USA
USA/MN-CDC-21529613/2021;North America;USA
USA/MN-CDC-21529850/2021;North America;USA
USA/MN-CDC-21613968/2021;North America;USA
USA/MN-CDC-21672232/2021;North America;USA
USA/MN-CDC-21794806/2021;North America;USA
USA/MN-CDC-21795081/2021;North America;USA
USA/MN-CDC-21795269/2021;North America;USA
USA/MN-CDC-3750/2020;North America;USA
USA/MN-CDC-6186/2020;North America;USA
USA/MN-CDC-6189/2020;North America;USA
USA/MN-CDC-6192/2020;North America;USA
USA/MN-CDC-6195/2020;North America;USA
